,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
16378,,Thu Apr 23 00:23:36 +0000 2020,COVID19,,https://twitter.com/TheSlowRidePod/status/1253098581898268674,1,1253117283700015104,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","there is a new @twojohnspodcast out, a good way to let time slip by whilst #covid19 is around. https://t.co/dz4h6tcjep",https://twitter.com/funrunrobbie/status/1253117283700015104,funrunrobbie,"Slow runner , Saturday Park runner  ,Teviotdale Harrier , Team Products from Spain Bike Rider BMW Sports Tourer 1994 owner .Lover of beer, Music Wilco Johnson",1555,1792,Merry Ye Olde St Albans,funrunrobbie,42895,False
16738,,Thu Apr 23 00:23:46 +0000 2020,,,,0,1253117324741218305,AmCoTelegraph,1.2531032866280735e+18,9.331358707769426e+17,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@amcotelegraph her eye brows look like corona bat wings.,https://twitter.com/Hey83837424/status/1253117324741218305,Hey83837424,WWG1WGA MAGA Q POTUS USA PLAN  Reform Commission.  Time to wake and take America back! Return to our roots!,1966,2746,"Kansas, USA",Hey83837424,10488,False
16884,,Thu Apr 23 00:23:48 +0000 2020,,,,0,1253117334388199429,mayoroflasvegas,,2394599778.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mayoroflasvegas you are stupid! you want to risk the lives of people so you can help your economy. as someone who suffered through covid symptoms you want to risk more lives. you make me sick to my stomach!,https://twitter.com/Teh_krazyk/status/1253117334388199429,Teh_krazyk,"Standup comedian, pop culture fan, twitch streamer, and old school wrestling fan.",85,304,"Wisconsin, USA",Teh_krazyk,15563,False
17287,,Thu Apr 23 00:23:59 +0000 2020,,,https://twitter.com/SethAbramson/status/1253086332743823360,1,1253117379875348480,,,,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",not surprising. https://t.co/nd1t2q84dq,https://twitter.com/CBSmith58/status/1253117379875348480,CBSmith58,Happily married to my bestie - Former Republican - A Yat and WHO DAT Always!,994,1114,"New Orleans, LA",CBSmith58,48340,False
17316,,Thu Apr 23 00:23:59 +0000 2020,,,https://twitter.com/joshtpm/status/1253041723510587394,9,1253117379569221637,,,,en,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",one of the greatest thing thats happened during this virus is that these politicians are showing their true colors every day through their words and choices. go vote people. https://t.co/sfnsrgltzi,https://twitter.com/SydThaKydd/status/1253117379569221637,SydThaKydd,615. | #ripbago | university of ky. ‘21 |,1685,1191,insta: theelifeofsyd,SydThaKydd,101431,False
17537,,Thu Apr 23 00:24:05 +0000 2020,,,https://youtu.be/RnfFwy9JDNY,0,1253117404978307074,,,,en,0,,,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>","watch ""wuhan doctors turn black"" on youtube  https://t.co/rqd1j8ggws",https://twitter.com/keithh1981/status/1253117404978307074,keithh1981,"Socialism is a philosophy of failure, the creed of ignorance, and the gospel of envy, its inherent virtue is the equal sharing of misery.” – Winston Churchill",1831,4958,"Racine, Wisconsin",keithh1981,54322,False
18590,,Thu Apr 23 00:24:31 +0000 2020,,,https://twitter.com/Scumbag__king/status/1253117397403422720,0,1253117514667655180,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>", no way son! https://t.co/wxdwu2jgsh,https://twitter.com/Gr8PipeGuapo/status/1253117514667655180,Gr8PipeGuapo,Just a young nigga that love a pretty Bitch with a Big forehead & pretty feet.. Lord Forgive Him He Got Them Dark Forces in Him,1648,714,Brooklyn Boy Queens Living,Gr8PipeGuapo,399880,False
18628,,Thu Apr 23 00:24:31 +0000 2020,,,,1,1253117514256732162,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",use this lockdown to develop a skincare routine.,https://twitter.com/F_emjayy/status/1253117514256732162,F_emjayy,Tonzzz.💤,1072,406,Unspecified ,F_emjayy,5039,False
18639,,Thu Apr 23 00:24:30 +0000 2020,,,https://www.wjhl.com/local-coronavirus-coverage/local-restaurants-plan-for-reboot-of-economy/?utm_medium=social&utm_source=twitter_ABCTriCities,0,1253117510104354816,,,,en,0,,,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",local restaurants plan for reboot of economy https://t.co/amphohlhkr,https://twitter.com/ABCTriCities/status/1253117510104354816,ABCTriCities,"https://t.co/CrmdrwqQ3B is your #1 source for local news, weather, and sports. Join @PKassahunTV weeknights at 7:30 p.m. EST on ABC Tri-Cities",1873,242,"Johnson City, TN ",ABCTriCities,35402,False
18767,,Thu Apr 23 00:24:36 +0000 2020,,,https://twitter.com/DanRather/status/1253034749284593666,3,1253117534750101506,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dan rather really is a buffoon https://t.co/yhzwqyt8kc,https://twitter.com/ArchibaldBunke3/status/1253117534750101506,ArchibaldBunke3,"Archie Bunker here from https://t.co/4aKIEliBfM.   On a mission to out every ""lifelong Republican"" who is voting for Democrats as the frauds they are.",258,206,Queens of course,ArchibaldBunke3,12274,False
18883,,Thu Apr 23 00:24:36 +0000 2020,,,https://www.popsci.com/story/health/herd-immunity-covid-19-coronavirus/,0,1253117534963974144,,,,und,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/xycpqcuhgr,https://twitter.com/reverendentity/status/1253117534963974144,reverendentity,"Musician, widower, philosopher, dark humorist, SubGenius, Discordian, NEGATIVITY INCARNATE He/Him  *OCCASIONALLY NSFW*",1710,2564,"Wichita, Kansas",reverendentity,298679,False
19144,,Thu Apr 23 00:24:42 +0000 2020,,,https://youtu.be/P27HRClMf2U,0,1253117560234573829,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",what face masks actually do against coronavirus https://t.co/7tkkb6suge via @voxdotcom,https://twitter.com/Kvetsh/status/1253117560234573829,Kvetsh,"trader / semi-retired state worker / crockpot crack-pot / elevator aficionado / Internaut 👨🏼‍🚀 / my opinions are vaporware / Likes, Retweets ≠ Endorsements",799,3900,"Bucks County, Pennsylvania",Kvetsh,12705,False
19216,,Thu Apr 23 00:24:45 +0000 2020,,,https://www.popsci.com/story/environment/air-pollution-covid-earth-day/,0,1253117572754690050,,,,und,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/h1cj7rzy17,https://twitter.com/reverendentity/status/1253117572754690050,reverendentity,"Musician, widower, philosopher, dark humorist, SubGenius, Discordian, NEGATIVITY INCARNATE He/Him  *OCCASIONALLY NSFW*",1710,2564,"Wichita, Kansas",reverendentity,298679,False
19353,,Thu Apr 23 00:24:50 +0000 2020,,,https://twitter.com/TheBadDadder/status/1251143947184824320,0,1253117593428295680,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hell no https://t.co/5pr7kvjpvm,https://twitter.com/413714/status/1253117593428295680,413714,"Trump will make us great again. New Republican,Will stand up for my President TRUMP. Love Cats",7718,8485,"Queens, NY 11357",413714,335481,False
19546,,Thu Apr 23 00:24:52 +0000 2020,FakeNews,,,0,1253117602286665731,realDonaldTrump,1.2529646599609713e+18,25073877.0,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realdonaldtrump @cnn #fakenews cdc director stated that he was not misquoted. he simply disagreed with an idiot with a larger bully pulpit.,https://twitter.com/EugeneRhee4/status/1253117602286665731,EugeneRhee4,"Proud dad of three wonderful girls and happy husband who is saddened by the vitriol, hate, and lies spewing from the White House. Hopeful of a better future.",18,80,"Long Island City, Queens",EugeneRhee4,1302,False
19786,,Thu Apr 23 00:24:58 +0000 2020,,,https://twitter.com/mhdksafa/status/1251828592541159424,3,1253117627288793088,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the tweet of 2020. https://t.co/ml4d3ywyra,https://twitter.com/barbararyanusq/status/1253117627288793088,barbararyanusq,"Uni teacher/researcher/obsessive in emergency comms, occasional outbursts re Au/US politics.",599,627,Queensland,barbararyanusq,2447,False
19886,,Thu Apr 23 00:25:01 +0000 2020,COVID19,,https://bit.ly/2x08aTH,3,1253117639666343944,,,,en,2,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","check out the oped written by our executive director, lamar gardere, on @theadvocatebr! read about what we know from the current #covid19 data and the questions still unanswered today. https://t.co/g8d5lw5cfv",https://twitter.com/noladatacenter/status/1253117639666343944,noladatacenter,Official voice of The Data Center. The most trusted resource for data about Southeast Louisiana. Retweeting does not constitute endorsement.,2019,1575,"New Orleans, LA",noladatacenter,5562,False
20293,,Thu Apr 23 00:25:11 +0000 2020,WisconsinPandemicVoting GreedAndPowerLustKill,,https://twitter.com/beninbf/status/1253082673993711619,0,1253117682238488584,,,,und,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#wisconsinpandemicvoting #greedandpowerlustkill @wigopsenate https://t.co/94xffqs0ay,https://twitter.com/etrnlvista/status/1253117682238488584,etrnlvista,Passionate about shining a light on the wealthy elite who have hijacked our democracy. Proverbs 29:2. #PlutocratsUnitedAgainstUs🔥#Bernie2020,1167,1170,wisconsin,etrnlvista,53680,False
20450,,Thu Apr 23 00:25:15 +0000 2020,,,https://twitter.com/xbadcomma/status/1253112518290993152,2,1253117699170934785,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",this https://t.co/akerefqwlr,https://twitter.com/Birdfeet10001/status/1253117699170934785,Birdfeet10001,"A proud mom. Enrolled member of Menominee Tribe. Happily Married. Caretaker of a rescued dog. We are all here on this planet as caretakers, live responsibly.",97,425,"Wisconsin, USA",Birdfeet10001,3784,False
20459,,Thu Apr 23 00:25:14 +0000 2020,,,https://twitter.com/liamstack/status/1252641112411574273,0,1253117694368534532,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oh theyre gonna make everyone suffer with them https://t.co/eosfrkf61c,https://twitter.com/Gr8PipeGuapo/status/1253117694368534532,Gr8PipeGuapo,Just a young nigga that love a pretty Bitch with a Big forehead & pretty feet.. Lord Forgive Him He Got Them Dark Forces in Him,1648,714,Brooklyn Boy Queens Living,Gr8PipeGuapo,399880,False
20482,,Thu Apr 23 00:25:16 +0000 2020,,https://twitter.com/KayJayGeneus/status/1253117702681567233/photo/1,,0,1253117702681567233,,,,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",covid19 testing in southeast queens https://t.co/ryp6emlrx8,https://twitter.com/KayJayGeneus/status/1253117702681567233,KayJayGeneus,"Ayiti Descendant. Anti-Oppression. Pro-Worker. Co-Host of Hoops Is A Religion, The Podcast (@hoopisareligion). Views Expressed Are Those Of Me & Me Only. He/Him",1240,1714,"Queens, NY",KayJayGeneus,108297,False
21176,,Thu Apr 23 00:42:20 +0000 2020,,,https://twitter.com/cheapseatsecon/status/1252424760962637824?s=19,2,1253121996063420416,cheapseatsecon,1.2531215833859072e+18,109213385.0,en,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i'm taking 100% credit for this.  even if i have to steal it from an old lady.https://t.co/jqihpjzg7o,https://twitter.com/cheapseatsecon/status/1253121996063420416,cheapseatsecon,"A machine learning how its intelligence is artificial.


Less democracy.  More markets.",304,347,"Kansas City, MO",cheapseatsecon,12204,False
21335,,Thu Apr 23 00:42:24 +0000 2020,,,https://www.acsh.org/news/2020/04/22/coronavirus-and-fallacy-false-dilemma-14736,5,1253122013738270722,,,,en,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the debate about the lockdown has been absurdly oversimplified to the following false dilemma: ""open the economy now!"" vs. ""stay on lockdown until a vaccine comes out!"" believe it or not, there are other options. https://t.co/zssplgaeju",https://twitter.com/MattBrouillette/status/1253122013738270722,MattBrouillette,"President & CEO | Commonwealth Partners Chamber of Entrepreneurs, Inc.",489,727,Pennsylvania,MattBrouillette,1642,False
21337,,Thu Apr 23 00:42:22 +0000 2020,monclova saltillo torreon,,https://twitter.com/periodico_lavoz/status/1252994404140363778,0,1253122005697728515,,,,es,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deja paredes sueltos por todo #monclova a asintomaticos con coronavirus chino  #saltillo #torreon https://t.co/joirhfv6xo,https://twitter.com/hugoacosta_/status/1253122005697728515,hugoacosta_,,608,576,Coahuilense de cepa,hugoacosta_,53771,False
21359,,Thu Apr 23 00:42:24 +0000 2020,MAGAA KAG,,https://twitter.com/DonaldJTrumpJr/status/1253084269347561474,0,1253122013918646273,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amen! #magaa #kag https://t.co/6b4zuvqxzv,https://twitter.com/BarkeryBed/status/1253122013918646273,BarkeryBed,"Truth seeker, conservative Patriot & Daughter of our almighty God!
#Jesus #God #WWG1WGA #QAnon #SaveTheChildren #JusticeIsComing",2672,4920,"Pennsylvania & Maine, USA",BarkeryBed,4086,False
21447,,Thu Apr 23 00:42:24 +0000 2020,,,,0,1253122014501634050,MrsRabbitResist,1.2530641329385267e+18,8.726151530652754e+17,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mrsrabbitresist i've seen some fine, upstanding folks, for instance: the one who wants to legalize the constitution the one who says trump cares the one who thinks i'm a libtard and the one who thinks faucci created coronavirus etc etc etc",https://twitter.com/JoyceBieseBuege/status/1253122014501634050,JoyceBieseBuege,"I've come a long way since yesterday.💃💃💃💃 my way into tomorrow. Wisconsinite. Truth to self. People hold power
💗🤍 💙💦#RemoveTrump 💦
#DemCast #DemCastWI",7241,7415,Wisconsin,JoyceBieseBuege,14616,False
21449,,Thu Apr 23 00:42:26 +0000 2020,,,https://twitter.com/LCMCHealth/status/1253109330154577921,0,1253122022311440388,wjmchospital,,137423452.0,und,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@wjmchospital https://t.co/goqg3rel6r,https://twitter.com/AyameDinkler/status/1253122022311440388,AyameDinkler,"Healthcare, public health & politics. CAO @lcmchealth 💙 Alum of @repmikehonda, @mitchlandrieu, @kbdesalvo and @barackobama #HHS44.",696,676,"New Orleans, LA",AyameDinkler,2471,False
21511,,Thu Apr 23 00:42:27 +0000 2020,,,,2,1253122026476355585,olushola_shola,1.2529171935552184e+18,1197325068.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@olushola_shola they wanan decimate the blacks..china pop will become 3+ billion by 2030.they have africa as their next home.. so they wanna kill.many people by vaccine or covid19. if u have ears, just don't take any vaccines oo",https://twitter.com/empopson/status/1253122026476355585,empopson,"BSc. Geology, Talent Scout, Career Coach, Writer, Agripreneur and a Liverpool fan",969,813,Somewhere Under The Heavens,empopson,19033,False
21639,,Thu Apr 23 00:42:29 +0000 2020,sustainability environment,,https://goo.gl/fb/c1R4a1,0,1253122035573837832,,,,en,0,,,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",food dumped during pandemic comes with an emissions price tag https://t.co/8hmtfsy5yi scientific american #sustainability #environment,https://twitter.com/vrai777/status/1253122035573837832,vrai777,🧬 Scientist 📡 in a 🚀journey!!! Everywhere 📌in the 🌐 web: #vrai777 🔭 Tweets 🐦 Views 👨🏻‍💻 Endorsement 🚫,7165,152,in transit,vrai777,1268068,False
21669,,Thu Apr 23 00:42:30 +0000 2020,undocumented,,https://viewpointsonline.org/2020/04/22/riverside-community-college-district-creates-system-to-determine-coronavirus-aid-relief-and-economic-security-act-disbursment/,1,1253122040128663553,,,,en,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",it's gonna be difficult to prioritize but we need to get support to our #undocumented students who are left hanging. if we don't then we're a part of the problem  https://t.co/turjrwx8rx via @rccviewpoints,https://twitter.com/DrG_at_RCC/status/1253122040128663553,DrG_at_RCC,community college sociologist & lesser known character. anti-fascist. he/his. 🦝,220,347,"Home Gardens, IE, CA",DrG_at_RCC,1646,False
21987,,Thu Apr 23 00:42:39 +0000 2020,,,,0,1253122077466525705,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","missouri sues china because of covid 19. thus officially changing its motto to ""the show me the money state"".",https://twitter.com/JoshNall/status/1253122077466525705,JoshNall,Social media was a mistake.,90,111,"Kansas City, MO",JoshNall,5218,False
22009,,Thu Apr 23 00:42:38 +0000 2020,misterrogers pandemic CoronavirusOutbreak COVID19,,,2,1253122073096073221,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","id love to know what mister rogers would have said during this pandemic. we need more caring, calm voices and messages. #misterrogers #pandemic #coronavirusoutbreak #covid19",https://twitter.com/Barr4444/status/1253122073096073221,Barr4444,What's meant to be will always find a way!,44,155,"Manhattan, Kansas",Barr4444,2851,False
22055,,Thu Apr 23 00:42:38 +0000 2020,,,https://twitter.com/TheRealElvira/status/1253049829481054208,0,1253122072617709568,,,,en,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",i love this woman  https://t.co/j5xh4du7sx,https://twitter.com/ohheygrrrl/status/1253122072617709568,ohheygrrrl,💖 lover of life 🧁 crazy for cupcakes 🐕‍🦺 devoted to my doggo 📺 revved for reality tv 🧘🏻‍♀️ mad about meditation 🥰 smitten with self-care ✈️ missing Melb,65,504,"Queensland, Australia",ohheygrrrl,646,False
22085,,Thu Apr 23 00:42:41 +0000 2020,COVIDIOT protests,,,1,1253122085259378691,,,,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tim eyman was largely responsible for the #covidiot #protests here in washington.protests that likely resulted in further transmission of the disease.eyman should be held legally responsible for any deaths that result from the wa rally.,https://twitter.com/NakMakFeegle/status/1253122085259378691,NakMakFeegle,"Hiker, writer, photographer, and youtube creator. Tweets about Hiking, photography, tech, music, movies, and the environment.",1231,900,I dwell near Mt St Helens,NakMakFeegle,17956,False
22106,,Thu Apr 23 00:42:41 +0000 2020,,,https://twitter.com/TerezPaylor/status/1253106675202109440,0,1253122085276319745,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",taylor is a great kid. hell make his next team very happy https://t.co/3x8i0vewwu,https://twitter.com/JordyF_99/status/1253122085276319745,JordyF_99,| T + WHAT | | F + WHEN | | R + WHY | il talento sta nelle scelte,706,557,"Kansas, USA",JordyF_99,26937,False
22331,,Thu Apr 23 00:42:46 +0000 2020,,,https://lnkd.in/euHVUgs,1,1253122107485159424,,,,en,0,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","daily reality briefthe corona virus didn't break us, it revealed what was already broken...... https://t.co/q5dklut6fc",https://twitter.com/Deller1708/status/1253122107485159424,Deller1708,"Senior Objects Conservator; 
 Fellow - AIC;      
 Historic Preservation Lecturer: SAIC",547,1362,"Wisconsin, USA",Deller1708,8289,False
22556,,Thu Apr 23 00:42:52 +0000 2020,,,https://twitter.com/Peter90666913/status/1253082898174894081,1,1253122131711242241,TurnbullMalcolm,,16734909.0,en,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@turnbullmalcolm  you questioned why a gov who believes the science of covid19 deny the science of climate change.  here's the answer boof. big hoax https://t.co/aifgjzawhq,https://twitter.com/AnnetteJack6/status/1253122131711242241,AnnetteJack6,Believer of Common Sense.,321,331,"Gold Coast, Queensland",AnnetteJack6,4003,False
22698,,Thu Apr 23 00:42:55 +0000 2020,SmartNews,,https://www.thedailybeast.com/trump-strongly-disagrees-with-georgias-republican-gov-brian-kemp-on-reopening-after-coronavirus-lockdown,0,1253122144826994688,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","after attacking blue states on lockdown, trump goes after a red state for reopening #smartnews  https://t.co/wj9vf58xto",https://twitter.com/SandraRodkey/status/1253122144826994688,SandraRodkey,Forever Democrat Vote Blue 2020,1393,5001,"Kansas City, MO",SandraRodkey,131417,False
23097,,Thu Apr 23 00:43:04 +0000 2020,coronavirus,https://twitter.com/Sanityland/status/1253122182487498752/photo/1,,0,1253122182487498752,Renshaw74,1.2531194278657925e+18,448622187.0,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@renshaw74 @pyrodafox @outlawtory he's not ready. never was. never will be.he could have shut down entry from #coronavirus hotspots early, had a plan for arrivals at international airports two months ago. instead he was pursuing a ""status"" otherwise useless un security council seat. trudeau &amp; tam must go. https://t.co/dcmpfrf2ys",https://twitter.com/Sanityland/status/1253122182487498752,Sanityland,*21st century/observer/defender/critic/atypical/deal with it/genius has limits/stupidity limitless*,231,223,Land of Sunshine,Sanityland,19223,False
23301,,Thu Apr 23 00:43:10 +0000 2020,ImpeachTrumpAgain,,https://twitter.com/RepAdamSchiff/status/1253081364666159104,0,1253122207045357573,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",impeach his ass again!! #impeachtrumpagain https://t.co/sjl541nkqw,https://twitter.com/vladestragon/status/1253122207045357573,vladestragon,"Lover of Sisyphus, Beckett, Durer‘s Rhino, dodo birds, art/art history, reading, travel. I try to be nice to people. MD by way of NJ, NOLA, OH, WV and MD.",1370,4973,"Maryland, Delmarva Peninsula",vladestragon,31737,False
23378,,Thu Apr 23 00:43:11 +0000 2020,,,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html,0,1253122211252105216,TheRickyDavila,1.2531156904053432e+18,341190477.0,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@therickydavila looks like we are on our own.i'll continue to follow the cdc guidelines to protect myself and otherscoronavirus disease 2019 (covid19)  prevention https://t.co/5amzjmo26o via @cdcgov,https://twitter.com/nina_2025/status/1253122211252105216,nina_2025,Hiker  Army Brat  Climate Change Advocate  Black Lives Matter | Making a Difference.  Striving to Stand on the Right Side of History.,554,600,Near the Rocky Mountains,nina_2025,26134,False
23565,,Thu Apr 23 00:43:17 +0000 2020,,,,1,1253122237043007495,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","please tell me im not the only lady who is being lazy with shaving their legs during this pandemic. i keep saying, ill do it tomorrow.",https://twitter.com/nessiehanon/status/1253122237043007495,nessiehanon,,375,154,"New Orleans, Louisiana",nessiehanon,12178,False
23968,,Thu Apr 23 00:43:27 +0000 2020,DPA FEMA PPE,,https://twitter.com/infopobn/status/1253115160253825025,0,1253122278042279936,,,,en,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",this is fucking gangsta. and these masks only can be distributed until president trump invokes the #dpa if he's in the mood.  #fema is hoarding #ppe like how billionaires and corporate ceo hoard tax sheltering and stock buyback money https://t.co/4vq7wyowza,https://twitter.com/jqllc/status/1253122278042279936,jqllc,"Amateur writer, ball bustin' dispenser of righteous vitriol. You made me get on social media. CEO of #ImpunityCity. @QueensCrapper chronicler. The new no. 6",397,568,"Queens, NY",jqllc,49910,False
24484,,Thu Apr 23 00:43:38 +0000 2020,,,,1,1253122324624060417,SalAlbaneseNYC,1.253097719176069e+18,1011406980.0,en,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@salalbanesenyc @springsteen @cbs @whoopigoldberg @dannydevito @jonbonjovi loved it. @jonbonjovi singing livin' on a prayer brought back sad memories similar to 9/11. the stories told made this mostly unseen pandemic real. media needs to do better to show us that real lives are being lost or destroyed.,https://twitter.com/sunnysideyards/status/1253122324624060417,sunnysideyards,"The Coalition to Stop Sunnyside Yards is a community group working to stop the proposed development of Sunnyside Yards in Western Queens, New York City.",485,208,"Sunnyside, Queens",sunnysideyards,1775,False
24705,,Thu Apr 23 00:43:45 +0000 2020,,,,2,1253122354873602058,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",psa: stay home so i can come home,https://twitter.com/YRNTreP/status/1253122354873602058,YRNTreP,ig: its.trep,1180,1133,"Greensboro, NC",YRNTreP,952,False
24748,,Thu Apr 23 00:43:46 +0000 2020,,,https://www.dailykos.com/story/2020/4/22/1939563/-CDC-Director-Contradicts-Trump-to-His-Face,0,1253122355158749184,,,,en,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",awesome! redfield stood up to him. now trump will replace him. cdc director contradicts trump to his face https://t.co/7okqrf3fyk,https://twitter.com/Bluegirl_3/status/1253122355158749184,Bluegirl_3,"EXTREMELY PISSED OFF❗  User of profane language. ツ                    
     🚫 DM'S     
Atheist   #SLE  #WIPolitics  #DemCastWI    
  ⚛     ♥ =🧘‍♀️📸🎶🎵",4624,4409,"Wisconsin, USA",Bluegirl_3,96185,False
25040,,Thu Apr 23 00:43:52 +0000 2020,,,https://twitter.com/Logic_Triumphs/status/1252773517952614400?s=20,0,1253122383700951045,realDonaldTrump,1.232492832897659e+18,25073877.0,und,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realdonaldtrump https://t.co/mibqstxxke,https://twitter.com/perfectsphere21/status/1253122383700951045,perfectsphere21,"I am who I am. Period. If you don't like what I have to say, please go someplace else. Thank you.",3964,5002,"Milwaukee, Wisconsin",perfectsphere21,97756,False
25199,,Thu Apr 23 00:43:57 +0000 2020,IcemanApproved,,,2,1253122404487966722,,,,en,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",part of the reason im surviving this quarantine lockdown is because of @captainmorganus #icemanapproved,https://twitter.com/TheIceman4eva/status/1253122404487966722,TheIceman4eva,"Pro Wrestler out of Missouri!! For booking info hwm1992@yahoo.com also find me On Instagram, Snapchat & Facebook https://t.co/wpuTHK5496",929,1498,"Kansas City, Mo",TheIceman4eva,7496,False
25259,,Thu Apr 23 00:43:59 +0000 2020,,,,0,1253122413551747072,,,,en,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","basic covid19 recovery question (not that i have it): is it better to minimize physical activity or maximize it? i assume the latter, but i also assume the ""maximum"" here with semisevere cases is still not much and very painful.",https://twitter.com/ariarmstrong/status/1253122413551747072,ariarmstrong,Columnist with https://t.co/o6acA4oQiJ. Books and podcast at https://t.co/iglEg3yRYI. Advocating reason & rights.,5513,2889,"Westminster, CO",ariarmstrong,66504,False
25344,,Thu Apr 23 00:44:00 +0000 2020,,,https://www.rawstory.com/2020/04/democratic-lawmaker-blows-up-at-jim-jordan-for-trying-to-derail-coronavirus-investigation/,0,1253122413832929282,,,,und,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/xiz3trwbdp,https://twitter.com/JamesCordeiro3/status/1253122413832929282,JamesCordeiro3,"'But I don't want to go among mad people.' 
'Oh, you can't help that. Were all mad here. I'm mad. Your mad.'...",1336,1226,"Swansea, Ma.",JamesCordeiro3,156185,False
